OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,OPPORTUNITY STATUS,POSTED DATE,CLOSE DATE
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351257"",""FOR-FD-24-015"")","Development and Maintenance of Human and Animal Food Rapid Response Teams (U2F) Clinical Trials Not Allowed","HHS-FDA","forecasted","11/30/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/342810"",""FOR-FD-23-016"")","Rapid Response Team (RRT) Cooperative Agreement","HHS-FDA","forecasted","07/28/2022",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/349692"",""PAR-23-240"")","Alcohol and Other Substance Use Research Education Programs for Health Professionals (R25 Clinical Trial Not Allowed)","HHS-NIH11","posted","08/01/2023","05/25/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/332514"",""PA-21-199"")","Research on Autism Spectrum Disorders (R03 Clinical Trial Optional)","HHS-NIH11","posted","03/31/2021","11/16/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/332516"",""PA-21-201"")","Research on Autism Spectrum Disorders (R01 Clinical Trial Optional)","HHS-NIH11","posted","03/31/2021","01/25/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/336030"",""PAR-22-025"")","NIDCD Clinical Research Center Grant (P50 Clinical Trial Optional)","HHS-NIH11","posted","10/07/2021","02/07/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/337303"",""RFA-DA-22-037"")","Accelerating the Pace of Drug Abuse Research Using Existing Data (R01 Clinical Trial Optional)","HHS-NIH11","posted","01/10/2022","11/15/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/332515"",""PA-21-200"")","Research on Autism Spectrum Disorders (R21 Clinical Trial Optional)","HHS-NIH11","posted","03/31/2021","11/16/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/337512"",""RFA-HL-23-010"")","Catalyze: Enabling Technologies and Transformative Platforms for HLBS Research (R33 - Clinical Trials Not Allowed)","HHS-NIH11","posted","01/24/2022","12/20/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/350576"",""PAR-23-303"")","Unveiling Health and Healthcare Disparities in Non-Communicable and Chronic Diseases in Latin America: Setting the Stage for Better Health Outcomes Across the Hemisphere (R01 - Clinical Trials Not Allowed)","HHS-NIH11","posted","10/12/2023","01/06/2027"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/345845"",""RFA-DA-24-037"")","Accelerating the Pace of Drug Abuse Research Using Existing Data (R21 Clinical Trial Optional)","HHS-NIH11","posted","02/07/2023","11/15/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351505"",""RFA-CA-24-019"")","Sustained Support for Informatics Technologies for Cancer Research and Management (U24 Clinical Trial Optional)","HHS-NIH11","posted","12/14/2023","11/15/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351878"",""PAR-24-122"")","Modular R01s in Cancer Control and Population Sciences (R01 Clinical Trial Optional)","HHS-NIH11","posted","01/18/2024","11/05/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351495"",""RFA-CA-24-016"")","Development of Innovative Informatics Methods and Algorithms for Cancer Research and Management (R21 Clinical Trial Optional)","HHS-NIH11","posted","12/14/2023","11/15/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353590"",""PAR-24-174"")","Global Infectious Disease Research Training Program (D43 Clinical Trial Optional)","HHS-NIH11","posted","04/17/2024","08/06/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351501"",""RFA-CA-24-018"")","Advanced Development of Informatics Technologies for Cancer Research and Management (U24 Clinical Trial Optional)","HHS-NIH11","posted","12/14/2023","11/15/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355530"",""RFA-HD-25-011"")","The Road to Prevention of Stillbirth  Data Coordinating Center (UM2 Clinical Trial Not Allowed)","HHS-NIH11","posted","07/19/2024","11/01/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356240"",""RFA-AG-25-025"")","Short Courses Promoting Cross-National Analyses Using Data from the International Health and Retirement Study (HRS) and Harmonized Cognitive Assessment Protocol (HCAP) (R25 Clinical Trial Not Allowed)","HHS-NIH11","posted","08/27/2024","11/01/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356478"",""PAR-24-298"")","Mechanism for Time-Sensitive Substance Use Research (R21 Clinical Trial Optional)","HHS-NIH11","posted","09/20/2024","09/09/2027"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356589"",""72039124RFA00002"")","Global Health Security (GHS) Activity","USAID-PAK","posted","09/30/2024","11/15/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355638"",""HRSA-25-027"")","Centers of Excellence in Maternal and Child Health Education, Science, and Practice","HHS-HRSA","posted","10/28/2024","01/27/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/309813"",""7200AA19RFA00004"")","One Health Workforce (OHW) Next Generation","USAID","posted","10/22/2018",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/337086"",""CDC-RFA-TP22-2201"")","Public Health Crisis Response Cooperative Agreement","HHS-CDC-OPHPR","posted","01/13/2022","11/19/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/343653"",""W81XWH-22-DHAPP"")","Department of Defense HIV/AIDS Prevention Program","DOD-AMRAA","posted","09/19/2022","09/18/2027"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354236"",""HT942524VRPIIRA"")","DoD VRP, Investigator-Initiated Research Award","DOD-AMRAA","posted","05/16/2024","11/08/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356765"",""72052725RFA00001"")","Strengthening Systems for Health Security Activity (SSHS)","USAID-PER","posted","10/18/2024","12/16/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/343234"",""USDA-FS-FHP-FS-PIAP-FY2023"")","FY23 Forest Service Pesticide Impact Assessment Program","USDA-FS","forecasted","09/01/2022",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354238"",""HT942524VRPTRA"")","DoD VRP, Translational Research Award","DOD-AMRAA","posted","05/16/2024","11/08/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356756"",""72048225RFA00001"")","BURMA: Resilient Tuberculosis Response in Myanmar (RTBR) Activity","USAID-BMA","posted","10/18/2024","12/17/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354233"",""HT942524VRPCTA"")","DoD VRP, Clinical Trial Award","DOD-AMRAA","posted","05/16/2024","11/08/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353964"",""RFA-CE-25-149"")","Rigorous Evaluation of Primary and Secondary Overdose Prevention Activities Among Populations Disproportionately Affected by Overdose","HHS-CDC-HHSCDCERA","posted","08/30/2024","12/02/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354235"",""HT942524VRPFTTSA"")","DoD VRP, Focused Translational Team Science Award","DOD-AMRAA","posted","05/16/2024","11/08/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355155"",""HT942524TERPIIRA"")","Toxic Exposures Investigator-Initiated Research Award","DOD-AMRAA","posted","06/26/2024","11/07/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355158"",""HT942524TERPTRA"")","Toxic Exposures Translational Research Award","DOD-AMRAA","posted","06/26/2024","11/07/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353975"",""RFA-TS-25-036"")","Identify and Evaluate Potential Risk Factors for Amyotrophic Lateral Sclerosis (ALS)","HHS-CDC-HHSCDCERA","posted","08/01/2024","11/04/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355156"",""HT942524TERPCTA"")","Toxic Exposures Clinical Trial Award","DOD-AMRAA","posted","06/26/2024","11/07/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354440"",""F24AS00367"")","F24AS00367 FWS - White-nose Syndrome Research for Conservation Grants - 2024","DOI-FWS","posted","05/23/2024","12/15/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356880"",""ED-GRANTS-103024-001"")","Office of Postsecondary Education (OPE): International Foreign Language Education (IFLE): Fulbright-Hays Doctoral Dissertation Research Abroad (DDRA) Fellowship Program, Assistance Listing Number 84.022A","ED","posted","10/30/2024","01/15/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/349656"",""72049223APS00001"")","UNIVERSAL HEALTH CARE PROJECT APS","USAID-PHI","posted","08/01/2023","07/31/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/228973"",""RFA-391-13-000009"")","Child, Newborn, and Maternal Health Project","USAID-PAK","posted","04/03/2013",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353860"",""HDTRA1-24-S-0002"")","Biological Threat Reduction with Global Partners Broad Agency Announcement (BAA)","DOD-DTRA","posted","05/15/2024","04/28/2029"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355916"",""NOAA-NMFS-PRPO-2025-27629"")","John H. Prescott Marine Mammal Rescue Assistance Grant","DOC-DOCNOAAERA","posted","08/07/2024","10/30/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/318376"",""7200AA19APS00013"")","New Partnerships Initiative (NPI) – Global Health","USAID","posted","07/12/2019","09/30/2030"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/344247"",""720BHA22APS00002"")","Climate Smart and Disaster Ready","USAID","posted","11/04/2022",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353889"",""RFA-CE-25-029"")","Grants to Support New Investigators in Conducting Research Related to Preventing Interpersonal Violence Impacting Children and Youth","HHS-CDC-HHSCDCERA","posted","08/30/2024","12/02/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353985"",""RFA-CE-25-021"")","Research Grants for Preventing Violence and Violence Related Injury (R01)","HHS-CDC-HHSCDCERA","posted","08/28/2024","12/02/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355190"",""RFA-DP-25-041"")","Connecting Organizations and People to Empower Diabetes Prevention and Treatment (Connections)","HHS-CDC-HHSCDCERA","posted","10/25/2024","01/06/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/347106"",""RFI-2023-OVC-NW"")","Children, Adolescents & Families in the HIV Epidemic in the North West Province","USAID-SAF","forecasted","03/24/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352303"",""720674RFA00006"")","USAID/Lesotho Bophelo Bo Botle (Good Health) Activity","USAID-SAF","forecasted","02/12/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/348036"",""72067423RFI00004"")","Draft Notice of Funding Opportunity - Children, Adolescents, and Families in the HIV Epidemic in Limpopo Province","USAID-SAF","forecasted","05/10/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356434"",""72066024RFA00006"")","USAID Accelerator Activity","USAID-DEM","posted","09/17/2024","10/30/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356643"",""72068724RFA00007"")","USAID Access Miahy","USAID-MAD","posted","10/07/2024","11/27/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356660"",""72068724RFA00008"")","USAID Access Miahy","USAID-MAD","posted","10/08/2024","11/27/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/312434"",""7200AA19APS00001"")","Local Organizations Network Project (LON)","USAID","posted","01/29/2019","09/28/2029"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/315120"",""7200AA19APS00002"")","MOMENTUM (Moving Integrated, Quality Maternal, Newborn, and Child Health Services, Voluntary Family Planning, and Reproductive Health Care [MNCH/FP/RH] to Scale)","USAID","posted","04/22/2019","09/30/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/345995"",""USAID-7200AA23RFI-ENDOR"")","Ending Neglected Diseases Through Operational Research (ENDOR)","USAID","forecasted","02/10/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/344592"",""W911NF-23-S-0001"")","DEVCOM ARMY RESEARCH LABORATORY BROAD AGENCY ANNOUNCEMENT FOR FOUNDATIONAL RESEARCH","DOD-AMC","posted","11/21/2022","11/20/2027"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/330175"",""FA7000-21-S-0001"")","Research Interests of the United States Air Force Academy (formerly USAFA-BAA-2021)","DOD-USAFA","posted","12/02/2020",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351526"",""USDA-NIFA-AFRI-010453"")","Agriculture and Food Research Initiative Competitive Grants Program Foundational and Applied Science Program","USDA-NIFA","posted","12/15/2023","12/31/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/327332"",""FA8650-20-S-6008"")","Airman Readiness Medical Research (ARMR) Hybrid BAA","DOD-AFRL","posted","05/26/2020","05/01/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/314817"",""7200AA19APS00010"")","Active Communities - Effective States (ACES)","USAID","posted","04/11/2019","04/10/2025"
