OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,OPPORTUNITY STATUS,POSTED DATE,CLOSE DATE
"=HYPERLINK(""https://www.grants.gov/search-results-detail/169154"",""RFA-674-12-000005"")","Comprehensive District-Based Support for Better HIV/TB Patient Outcomes","USAID-SAF","posted","05/04/2012",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354776"",""HRSA-25-046"")","AIDS Drug Assistance Program (ADAP) Emergency Relief Funds (ERF)","HHS-HRSA","posted","09/03/2024","11/04/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/187913"",""APS-OAA-12-000007"")","Microbicides Research, Development, and Introduction","USAID","posted","07/30/2012",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353860"",""HDTRA1-24-S-0002"")","Biological Threat Reduction with Global Partners Broad Agency Announcement (BAA)","DOD-DTRA","posted","05/15/2024","04/28/2029"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/90013"",""USAID-UGANDA-617-INFORMATION-04-2011"")","INFORMATION ON UGANDA LITERACY AND HEALTH EDUCATION PROGRAM","USAID-UGA","posted","04/27/2011",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/315120"",""7200AA19APS00002"")","MOMENTUM (Moving Integrated, Quality Maternal, Newborn, and Child Health Services, Voluntary Family Planning, and Reproductive Health Care [MNCH/FP/RH] to Scale)","USAID","posted","04/22/2019","09/30/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/275168"",""SOL-OAA-15-000054"")","Annual Program Statement - Policy, Advocacy, and Communication Enhanced  for Population and Reproductive Health (PACE)","USAID","posted","03/13/2015","03/12/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/347106"",""RFI-2023-OVC-NW"")","Children, Adolescents & Families in the HIV Epidemic in the North West Province","USAID-SAF","forecasted","03/24/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/306385"",""7200AA18APS00004"")","Knowledge SUCCESS (Strengthening Use, Capacity, Collaboration, Exchange, Synthesis, and Sharing) APS ","USAID","posted","06/19/2018","06/18/2028"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356420"",""72061124RFA00004"")","USAID Acting on Climate Change Together","USAID-ZAM","posted","09/13/2024","11/04/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356854"",""DFOP0016956"")","FY 2025 PRM Request for Full Proposals for Nigeria","DOS-PRM","posted","10/25/2024","11/29/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356642"",""72066924RFA00002"")","Advancing Community Health Activity (ACHA)","USAID-LIB","posted","10/07/2024","11/21/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/314817"",""7200AA19APS00010"")","Active Communities - Effective States (ACES)","USAID","posted","04/11/2019","04/10/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/328814"",""RFI-278-20-HSQA"")","Health Service Quality Accelerator","USAID-JOR","forecasted","08/27/2020",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/327212"",""FOA20AFRLRVKE0001"")","Future Scholars for Science, Technology, Engineering, and Mathematics (STEM) Workforce Development Programs","DOD-AFRL-AFRLDET8","posted","06/17/2020","06/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/259510"",""APS-620-14-000001"")","USAID/Nigeria Education Crisis Response","USAID-NIG","posted","07/15/2014",""
