OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,OPPORTUNITY STATUS,POSTED DATE,CLOSE DATE
"=HYPERLINK(""https://www.grants.gov/search-results-detail/330535"",""720-621-21-RFI-00001"")","RFI - Orphans and Vulnerable Children (OVC) Next Generation, Tanzania","USAID-TAN","forecasted","12/21/2020",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352303"",""720674RFA00006"")","USAID/Lesotho Bophelo Bo Botle (Good Health) Activity","USAID-SAF","forecasted","02/12/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/330125"",""RFI-GH-21-002"")","PROPEL Health Project (Promoting Results and Outcomes through Policy and Economic Levers)","USAID","forecasted","11/30/2020",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/337733"",""72051722RFIOVC00003"")","Request for Information- Building Resilience amongst Families affected with HIV Activity","USAID-DOM","forecasted","01/31/2022",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355947"",""72048624RFI00002"")","Request for Information-USAID/RDMA Thailand HIV Key Population Civil Society Organization Leadership","USAID-THA","posted","08/08/2024","10/31/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/347106"",""RFI-2023-OVC-NW"")","Children, Adolescents & Families in the HIV Epidemic in the North West Province","USAID-SAF","forecasted","03/24/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354782"",""HRSA-25-052"")","Ryan White HIV/AIDS Program Part C Early Intervention Services Program: Limited Existing Geographic Service Areas","HHS-HRSA","posted","10/08/2024","12/10/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/348036"",""72067423RFI00004"")","Draft Notice of Funding Opportunity - Children, Adolescents, and Families in the HIV Epidemic in Limpopo Province","USAID-SAF","forecasted","05/10/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351422"",""72067424RFA00001"")","Health Financing and Public Financial Management Systems Strengthening Activity in South Africa","USAID-SAF","forecasted","12/11/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/336878"",""7200AA22APS00002"")","Promoting Results and Outcomes through Policy and Economic Levers (PROPEL)","USAID","posted","12/07/2021","11/30/2027"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/349216"",""72052123RFI00002"")","Sources Sought Notice for HIV Affected Orphans and Vulnerable Children (OVC) and Adolescent Girls and Young Women (AGYW)","USAID-HAI","forecasted","07/12/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/169333"",""RFA-674-12-000006"")","Service Delivery and Support for Families Caring For Orphans and Vulnerable Children (OVC)","USAID-SAF","posted","05/07/2012",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354776"",""HRSA-25-046"")","AIDS Drug Assistance Program (ADAP) Emergency Relief Funds (ERF)","HHS-HRSA","posted","09/03/2024","11/04/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/325906"",""7200AA20APS00007"")","YouthPower 2 (YP2) Annual Program Statement (APS)","USAID","posted","03/30/2020","03/29/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356765"",""72052725RFA00001"")","Strengthening Systems for Health Security Activity (SSHS)","USAID-PER","posted","10/18/2024","12/16/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356151"",""72062424RFA00011"")","Community-led Monitoring of Integrated Primary Health Care Services Activity (INTEG-CLM-PHC) in Togo","USAID-GHA","posted","08/22/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/334853"",""720-611-21-RFI-00001"")","RFI- Zambia Integrated HIV and Health Activity (ZIHA)","USAID-ZAM","forecasted","07/21/2021",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356153"",""72062424RFA00012"")","Community-led Monitoring of Integrated Primary Health Care Services Activity (INTEG-CLM-PHC) in Burkina Faso","USAID-GHA","posted","08/22/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/328985"",""RFI-720656-20IFPI"")","Request for Information -Improved Family planning Initiative in Mozambique","USAID-MOZ","forecasted","09/09/2020",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/350293"",""RFI7200AA23RFI00014"")","Accelerating ChoiCe, Equity, and Sustainability for Services","USAID","forecasted","09/22/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/332932"",""7200AA21APS00008"")","Social and Behavior Change (SBC) Research","USAID","posted","04/16/2021","12/31/2029"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/133033"",""RFA-674-12-000002"")","Systems Strengthening for Better HIV/TB Patient Outcomes","USAID-SAF","posted","12/07/2011",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356671"",""72062024RFA00009"")","USAID Primary Health Care Improvement Program (UPHIP)","USAID-NIG","posted","10/09/2024","11/15/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/338750"",""72069522RFI00001"")","HIV/AIDS Activities","USAID-BUR","forecasted","03/17/2022",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352724"",""7200AA24RFI00011"")","RFI: USAID/Washington Digital Health, Information Systems, and Data Use Request for Information","USAID","forecasted","03/01/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/349656"",""72049223APS00001"")","UNIVERSAL HEALTH CARE PROJECT APS","USAID-PHI","posted","08/01/2023","07/31/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/169154"",""RFA-674-12-000005"")","Comprehensive District-Based Support for Better HIV/TB Patient Outcomes","USAID-SAF","posted","05/04/2012",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/328814"",""RFI-278-20-HSQA"")","Health Service Quality Accelerator","USAID-JOR","forecasted","08/27/2020",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/187913"",""APS-OAA-12-000007"")","Microbicides Research, Development, and Introduction","USAID","posted","07/30/2012",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/312434"",""7200AA19APS00001"")","Local Organizations Network Project (LON)","USAID","posted","01/29/2019","09/28/2029"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/306385"",""7200AA18APS00004"")","Knowledge SUCCESS (Strengthening Use, Capacity, Collaboration, Exchange, Synthesis, and Sharing) APS ","USAID","posted","06/19/2018","06/18/2028"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354472"",""72069524RFA00004"")","Notice of Funding Opportunity for Kira Ukuze Activity","USAID-BUR","forecasted","05/28/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/328144"",""RFI-685-20-IHSHCS-01"")","Improving Health Status and Human Capital in Senegal Activity","USAID-SEN","forecasted","07/17/2020",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/90013"",""USAID-UGANDA-617-INFORMATION-04-2011"")","INFORMATION ON UGANDA LITERACY AND HEALTH EDUCATION PROGRAM","USAID-UGA","posted","04/27/2011",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/275168"",""SOL-OAA-15-000054"")","Annual Program Statement - Policy, Advocacy, and Communication Enhanced  for Population and Reproductive Health (PACE)","USAID","posted","03/13/2015","03/12/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/228973"",""RFA-391-13-000009"")","Child, Newborn, and Maternal Health Project","USAID-PAK","posted","04/03/2013",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/340272"",""7200AA22APS00007"")","Justice, Rights, and Security Annual Program Statement","USAID","posted","05/12/2022","05/11/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/315120"",""7200AA19APS00002"")","MOMENTUM (Moving Integrated, Quality Maternal, Newborn, and Child Health Services, Voluntary Family Planning, and Reproductive Health Care [MNCH/FP/RH] to Scale)","USAID","posted","04/22/2019","09/30/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356643"",""72068724RFA00007"")","USAID Access Miahy","USAID-MAD","posted","10/07/2024","11/27/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356660"",""72068724RFA00008"")","USAID Access Miahy","USAID-MAD","posted","10/08/2024","11/27/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356858"",""DFOP0016988"")","Build Partner Capabilities to Protect Critical Advanced and Emerging Technologies","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356864"",""DFOP0016986"")","Advancing Nuclear Safety, Security, and Nonproliferation through the FIRST Program","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356866"",""DFOP0016992"")","Build Partner Capabilities to Counter the Russian Federation’s Chemical and Biological Threats","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356857"",""DFOP0016984"")","Build Partner Resilience to Counter Proliferator State Hybrid Threats in the Nonproliferation Arena","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356862"",""DFOP0016991"")","Countering WMD and UAS Threats in Iraq","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356867"",""DFOP0016994"")","Nonproliferation Scientist Engagement Program","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356860"",""DFOP0016985"")","Countering Proliferator State Advanced Conventional Weapons Proliferation","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356863"",""DFOP0016993"")","Countering the Russian Federation’s Sanctions Evasion Activities","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356859"",""DFOP0016989"")","Build Partner Capabilities to Counter Global Biological Threats","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356856"",""DFOP0016987"")","Build Partner Capabilities to Protect Semiconductor and CHIPS Technology","DOS-ISN","posted","10/25/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356861"",""DFOP0016990"")","Building Partner Capacity to Counter Chemical Weapons Threats","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356865"",""DFOP0016995"")","Countering DPRK and Iran’s WMD, UAS, and Missile Proliferation","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354285"",""7200AA24APS00006"")","Locally Led Development Annual Program Statement (LLD-APS)","USAID","posted","05/17/2024","05/16/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/350009"",""72052023APS00002"")","Locally Led Development Annual Program Statement (APS)","USAID-GUA","posted","08/28/2023","08/26/2025"
