OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,OPPORTUNITY STATUS,POSTED DATE,CLOSE DATE
"=HYPERLINK(""https://www.grants.gov/search-results-detail/310146"",""RFI-522-19-00001"")","Integrated Violence Prevention","USAID-HON","forecasted","11/05/2018",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356082"",""CDC-RFA-JG-25-0139"")","Support Ethiopia's Capacity to Meet International Health Regulations Requirements","HHS-CDC-GHC","forecasted","08/15/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356088"",""CDC-RFA-JG-25-0147"")","Strengthening Sub-National International Health Regulations (IHR) (2005) Capacities for the Implementation of the Global Health Security Agenda in Nigeria","HHS-CDC-GHC","forecasted","08/15/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355907"",""CDC-RFA-CK-25-0125"")","Increasing awareness and knowledge of Alpha-gal Syndrome in the United States","HHS-CDC-NCEZID","forecasted","08/06/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351132"",""FOR-FD-24-009"")","Flexible Funding Model-Infrastructure Development and Maintenance for State Manufactured Food Regulatory Programs (U2F) Clinical Trials Not Allowed","HHS-FDA","forecasted","11/24/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356094"",""CDC-RFA-JG-25-0162"")","Strengthening Multisectoral Global Laboratory Systems to Safely and Accurately Mitigate Bio Risks, Deploy Diagnostics and Sequence Pathogens to Detect, Prevent and Respond to Global Health Threats","HHS-CDC-GHC","forecasted","08/15/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355779"",""HRSA-25-075"")","Postdoctoral Training in General, Pediatric, and Public Health Dentistry","HHS-HRSA","forecasted","08/01/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356081"",""CDC-RFA-JG-25-0138"")","Enhancing Global Health Security: Expanding Efforts and Strategies to Protect and Improve Public Health in the Democratic Republic of the Congo (DRC)","HHS-CDC-GHC","forecasted","08/15/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356178"",""CDC-RFA-JG-25-0175"")","Continuing to Enhance Global Health Security: Sustain Efforts and Strategies to Protect and Improve Public Health Globally","HHS-CDC-GHC","forecasted","08/23/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355638"",""HRSA-25-027"")","Centers of Excellence in Maternal and Child Health Education, Science, and Practice","HHS-HRSA","posted","10/28/2024","01/27/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352989"",""ARPA-H-SOL-24-105"")","Scalable Solutions Office: Office-Wide Innovative Solutions Opening for Advanced Research Projects Agency for Health","HHS-ARPAH","posted","03/14/2024","03/14/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/342752"",""FOR-FD-23-015"")","FDA Support for Conferences and Scientific Meetings (R13 Clinical Trial Not Allowed)","HHS-FDA","forecasted","07/27/2022",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355467"",""CDC-RFA-JG-25-0078"")","Sustaining HIV and TB epidemic control in Lesotho through health system strengthening and technical assistance under the President's Emergency Plan for AIDS Relief (PEPFAR)","HHS-CDC-GHC","forecasted","07/17/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356534"",""RFA-DP-25-126"")","Health Promotion and Disease Prevention Research Centers: 2025 Special Interest Project Competitive Supplements (SIPS)","HHS-CDC-HHSCDCERA","forecasted","09/25/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355129"",""CDC-RFA-CK-25-0022"")","Advancing the Centers of Excellence in Newcomer Health","HHS-CDC-NCEZID","forecasted","06/25/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355911"",""CDC-RFA-IP-25-0007"")","Strengthening Vaccine-Preventable Disease Prevention and Response","HHS-CDC-NCIRD","forecasted","08/07/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356085"",""CDC-RFA-JG-25-0143"")","Expanding Efforts and Strategies to Protect and Improve Global Health Security in Kenya","HHS-CDC-GHC","forecasted","08/15/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/338312"",""72026322R00003"")","Scholarships and Learning Activity","USAID-EGY","forecasted","02/24/2022",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356089"",""CDC-RFA-JG-25-0151"")","Strengthening Global Health Security: Partnering for GHSA Implementation in Senegal","HHS-CDC-GHC","forecasted","08/15/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/336920"",""RFA-EB-21-001"")","Technology Development to Reduce Health Disparities (R01 Clinical Trial Optional)","HHS-NIH11","posted","12/10/2021","05/02/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/349838"",""23-614"")","Smart Health and Biomedical Research in the Era of Artificial Intelligence and Advanced Data Science","NSF","posted","08/11/2023","10/03/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/348175"",""PAR-23-183"")","NLM Grants for Scholarly Works in Biomedicine and Health (G13 Clinical Trial Not Allowed)","HHS-NIH11","posted","05/17/2023","02/26/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/347922"",""RFA-OD-23-017"")","Tobacco Regulatory Science (R01 Clinical Trial Optional)","HHS-NIH11","posted","05/03/2023","05/04/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353590"",""PAR-24-174"")","Global Infectious Disease Research Training Program (D43 Clinical Trial Optional)","HHS-NIH11","posted","04/17/2024","08/06/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/344880"",""PAR-23-072"")","FDA Support for Conferences and Scientific Meetings (R13 Clinical Trial Not Allowed)","HHS-FDA","posted","12/13/2022","10/10/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355044"",""PAR-24-251"")","Animal and Veterinary Innovation Centers (U18)","HHS-FDA","posted","06/20/2024","05/12/2028"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355482"",""CDC-RFA-JG-25-0072"")","Strengthening the organizational capacity of the Ministry of Health to deliver a sustainable and resilient response to HIV/TB and related public health threats in the Kingdom of Eswatini under PEPFAR","HHS-CDC-GHC","forecasted","07/18/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355488"",""CDC-RFA-JG-25-0093"")","Strengthening the Government of Namibia’s health information systems (HIS) to improve public health programs under the President's Emergency Plan for AIDS Relief (PEPFAR)","HHS-CDC-GHC","forecasted","07/18/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355483"",""CDC-RFA-JG-25-0073"")","Strengthening the technical capacity of the Ministry of Health to deliver a sustainable and resilient response to HIV/TB and related public health threats in the Kingdom of Eswatini under PEPFAR","HHS-CDC-GHC","forecasted","07/18/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355469"",""CDC-RFA-JG-25-0103"")","Ending HIV as a public health threat by sustaining and accelerating a comprehensive HIV response in India under the President's Emergency Plan for AIDS Relief (PEPFAR)","HHS-CDC-GHC","forecasted","07/17/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356176"",""CDC-RFA-JG-25-0167"")","Enhancing Global Health Security: Expanding Efforts and Strategies to Protect and Improve Public Health in Bangladesh","HHS-CDC-GHC","forecasted","08/23/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355917"",""CDC-RFA-JG-25-0059"")","Sustaining HIV services for key populations (KPs) through enhanced differentiated testing, treatment and prevention approaches, strategic information utilization, and continuous support to Ukraine Public Health Center (UPHC) under PEPFAR","HHS-CDC-GHC","forecasted","08/07/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356086"",""CDC-RFA-JG-25-0145"")","Protecting and Improving Public Health Globally: Building and Strengthening Public Health Impact, Health Systems, Capacity Building, and Health Security in Mali","HHS-CDC-GHC","forecasted","08/15/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353889"",""RFA-CE-25-029"")","Grants to Support New Investigators in Conducting Research Related to Preventing Interpersonal Violence Impacting Children and Youth","HHS-CDC-HHSCDCERA","posted","08/30/2024","12/02/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355282"",""EPA-R1-HC-2024"")","2024 HEALTHY COMMUNITIES GRANT PROGRAM","EPA","posted","07/08/2024","11/01/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353968"",""RFA-EH-25-011"")","Environmental Health Specialists Network (EHS-Net) Practice-based Research to Improve Food Safety","HHS-CDC-HHSCDCERA","posted","08/29/2024","12/02/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352303"",""720674RFA00006"")","USAID/Lesotho Bophelo Bo Botle (Good Health) Activity","USAID-SAF","forecasted","02/12/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356521"",""EPA-OW-OGWDW-24-04"")","Training and Technical Assistance to Improve Water Quality and Enable Small Public Water Systems to Provide Safe Drinking Water","EPA","posted","09/25/2024","11/25/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/338128"",""72067522APS00002"")","Guinea Local Health System Strengthening (GLHSS)","USAID-GUI","posted","02/16/2022","02/25/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356004"",""72068724RFI00001"")","Arakisa (Digital Health, Information Systems, and Data Use)","USAID-MAD","forecasted","08/13/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356508"",""EPA-OW-OGWDW-24-03"")","Reducing Lead in Drinking Water Grant Program","EPA","posted","09/24/2024","12/30/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/349656"",""72049223APS00001"")","UNIVERSAL HEALTH CARE PROJECT APS","USAID-PHI","posted","08/01/2023","07/31/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355487"",""HT9425S24CRRPTRA"")","DoD Combat Readiness - Medical, Translational Research Award","DOD-AMRAA","posted","07/18/2024","12/05/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/337460"",""SFOP0008547"")","Notice of Intent:  Program to End Modern Slavery FY 2022","DOS-GTIP","posted","01/21/2022","01/01/2099"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352977"",""ARPA-H-SOL-24-106"")","Proactive Health Office: Office-Wide Innovative Solutions Opening for Advanced Research Projects Agency for Health","HHS-ARPAH","posted","03/14/2024","03/14/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/344437"",""GVA-SGP-2023-002"")","U.S. Mission to the United Nations-Geneva, Small Grants Program","DOS-USUN","posted","11/10/2022",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/338143"",""SAPPORO-PAS-FY22-01-02"")","Climate Hackathon in Northern Japan","DOS-JPN","forecasted","02/18/2022",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355752"",""EPA-G2024-STAR-G1"")","DEVELOPING AND DEMONSTRATING NANOSENSOR TECHNOLOGY TO DETECT, MONITOR, AND DEGRADE POLLUTANTS","EPA","posted","07/31/2024","11/13/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356169"",""CDC-RFA-CK-25-0144"")","Creutzfeldt-Jakob Disease (CJD) Increasing Educational Support for CJD Families and the Nation","HHS-CDC-NCEZID","forecasted","08/22/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355829"",""MP-CPI-25-003"")","National Coordinating Center for Language Access Services","HHS-OPHS","forecasted","08/01/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353102"",""NOT-TR-24-013"")","Notice of Intent to Publish a Notice of Funding Opportunity for the Re-issue of PAR-21-339 - Limited Competition: NCATS Clinical and Translational Science Award (CTSA) Program Research Education Grants Programs (R25 - Clinical Trial Not Allowed)","HHS-NIH11","forecasted","03/21/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/347925"",""FOR-FD-23-027"")","Data Standards for Tobacco Research and Scientific Review Phase 2","HHS-FDA","forecasted","05/04/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355478"",""CDC-RFA-JG-25-0044"")","Engaging faith-based organizations to control the HIV epidemic and related health threats in the Republic of Uganda under the President's Emergency Plan for AIDS Relief (PEPFAR)","HHS-CDC-GHC","forecasted","07/18/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355830"",""MP-CPI-25-004"")","Promoting Access with a Language Services Assistance Symbol","HHS-OPHS","forecasted","08/01/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356541"",""NOT-HL-24-031"")","Notice of Intent to Publish a Funding Opportunity Announcement for NHLBI SBIR Phase IIB Bridge Awards to Accelerate the Commercialization of Technologies for Heart, Lung, Blood, and Sleep Disorders and Diseases (R44 Clinical Trial Optional)","HHS-NIH11","forecasted","09/26/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351591"",""GVA-SGP-2024-001"")","U.S. Mission to the United Nations - Geneva Small Grants Program","DOS-USUN","forecasted","01/12/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355205"",""RFA-DP-25-038"")","Epilepsy Incidence Among Children in the United States","HHS-CDC-HHSCDCERA","forecasted","06/28/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355824"",""MP-CPI-25-001"")","Demonstrations Reducing Dementia Disparities","HHS-OPHS","forecasted","08/01/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355782"",""HRSA-25-080"")","Behavioral Health Workforce Development Technical Assistance Program","HHS-HRSA","forecasted","08/01/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355479"",""CDC-RFA-JG-25-0065"")","Support for laboratory diagnosis and monitoring to scale up and improve HIV/AIDS care and treatment services for Caribbean countries supported under the President's Emergency Plan for AIDS Relief (PEPFAR)","HHS-CDC-GHC","forecasted","07/18/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356539"",""NOT-HL-24-030"")","Notice of Intent to Publish a Funding Opportunity Announcement for NHLBI SBIR Phase IIB Small Market Awards to Accelerate the Commercialization of Technologies for Heart, Lung, Blood, and Sleep Disorders and Diseases (R44 Clinical Trial Optional)","HHS-NIH11","forecasted","09/26/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355902"",""RFA-IP-25-111"")","Rapid-Cycle Survey Collaborative for Provider and Public Input on Immunization Issues","HHS-CDC-HHSCDCERA","forecasted","08/06/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355485"",""CDC-RFA-JG-25-0074"")","Supporting the provision of person-centered, equitable, high-quality, and integrated service delivery towards a sustainable and resilient HIV/TB response in the Kingdom of Eswatini under PEPFAR","HHS-CDC-GHC","forecasted","07/18/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354980"",""CDC-RFA-DP-25-0016"")","Developing and Disseminating Strategies to Build Sustainable Lupus Awareness, Knowledge, Skills, and Partnerships","HHS-CDC-NCCDPHP","forecasted","06/14/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356053"",""FOR-FD-25-013"")","OMHHE Educational Funding Opportunity: Expanding education on skin lightening products (U01) Clinical Trials Not Allowed","HHS-FDA","forecasted","08/14/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354785"",""HRSA-25-056"")","Street Medicine Interventions for People with HIV who are Unsheltered - Demonstration Sites","HHS-HRSA","forecasted","06/07/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355486"",""CDC-RFA-JG-25-0092"")","Strengthening comprehensive HIV and TB services and health systems in high-burden areas of Namibia under the President's Emergency Plan for AIDS Relief (PEPFAR)","HHS-CDC-GHC","forecasted","07/18/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356087"",""CDC-RFA-JG-25-0146"")","Strengthen National and Sub-National International Health Regulations (IHR) Capacities to Implement the Global Health Security Agenda in Nigeria","HHS-CDC-GHC","forecasted","08/15/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351451"",""FOR-FD-24-017"")","OMHHE Educational Funding Opportunity: Expanding education on skin lightening products (U01) Clinical Trials Not Allowed","HHS-FDA","forecasted","12/12/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351131"",""FOR-FD-24-008"")","Identification and Evaluation of Possible Approaches to Addressing Nitrosamine Impurities in Drugs (U01)","HHS-FDA","forecasted","11/24/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355825"",""MP-CPI-25-002"")","Innovative Approaches for Reducing Disparities in Kidney Health","HHS-OPHS","forecasted","08/01/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355815"",""CDC-RFA-IP-25-0120"")","Influenza Modeling and Forecasting","HHS-CDC-NCIRD","forecasted","08/01/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355905"",""RFA-CK-25-035"")","Monitoring, Operations Research, Evaluation of Tools for Malaria Control and Prevention in Kenya","HHS-CDC-HHSCDCERA","forecasted","08/06/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355481"",""CDC-RFA-JG-25-0055"")","HQ-supported transition of health information systems (HIS) to country ownership through the optimization of digital health strategies in policy, governance, workforce, and systems to achieve HIV/AIDS and TB epidemic control by 2030 under PEPFAR","HHS-CDC-GHC","forecasted","07/18/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355629"",""HRSA-25-019"")","Healthy Tomorrows Partnership for Children Program (HTPCP)","HHS-HRSA","forecasted","07/25/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356041"",""FOR-FD-25-002"")","Animal Food Regulatory Program Alliance","HHS-FDA","forecasted","08/14/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355656"",""CDC-RFA-JG-25-0081"")","Supporting the government of Botswana (GOB) in strengthening national health data systems to ensure quality HIV-related strategic information services under the President's Emergency Plan for AIDS Relief (PEPFAR)","HHS-CDC-GHC","forecasted","07/25/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354784"",""HRSA-25-055"")","Street Medicine Interventions for People with HIV who are Unsheltered - Capacity Building Provider","HHS-HRSA","forecasted","06/07/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/327345"",""MAPUTO-PCO-20-001"")","Community Led Monitoring Intervention","DOS-MOZ","forecasted","05/27/2020",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355716"",""24-592"")","Ecology and Evolution of Infectious Diseases","NSF","posted","07/30/2024","11/20/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353623"",""PA-24-201"")","Emergency Competitive Revision to Existing NIH Awards (Emergency Supplement - Clinical Trial Optional)","HHS-NIH11","posted","04/18/2024","04/18/2027"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/344322"",""PA-23-044"")","Urgent Competitive Revision to Existing NIH Grants and Cooperative Agreements (Urgent Supplement Clinical Trial Optional)","HHS-NIH11","posted","10/31/2022","10/25/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/348386"",""PAR-23-209"")","NEI Collaborative Clinical Vision Research: Chair's Grant (UG1-Clinical Trial Required)","HHS-NIH11","posted","05/25/2023","05/25/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/320536"",""PD-20-7909"")","Biosensing","NSF","posted","09/12/2019",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/297145"",""SOL-OFDA-17-000088"")","Infectious Disease (with Epidemic or Pandemic potential) Standby Capacity for Humanitarian Emergency APS","USAID","posted","09/06/2017",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/331065"",""PAR-21-148"")","NIOSH Support for Conferences and Scientific Meetings (R13 Clinical Trial Not Allowed)","HHS-CDC-HHSCDCERA","posted","01/22/2021","12/15/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/343551"",""RFA-NS-23-007"")","HEAL Initiative: Development of Therapies and Technologies Directed at Enhanced Pain Management (R41/R42 Clinical Trial Not Allowed)","HHS-NIH11","posted","09/15/2022","04/04/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/342465"",""PAR-22-210"")","Research to Action: Assessing and Addressing Community Exposures to Environmental Contaminants (R01 Clinical Trial Optional)","HHS-NIH11","posted","07/15/2022","09/07/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/339982"",""22-594"")","Leading Engineering for America's Prosperity, Health, and Infrastructure","NSF","posted","05/04/2022","09/15/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/343550"",""RFA-NS-23-006"")","HEAL INITIATIVE: Development of Therapies and Technologies Directed at Enhanced Pain Management (R43/R44 Clinical Trial Not Allowed)","HHS-NIH11","posted","09/15/2022","04/04/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/350921"",""PAR-24-062"")","Phased Research to Support Substance Use Epidemiology, Prevention, and Services Studies (R61/R33 Clinical Trials Optional)","HHS-NIH11","posted","11/07/2023","12/14/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356617"",""PA-25-080"")","NIH Support for Conferences and Scientific Meetings (Parent R13 Clinical Trial Not Allowed)","HHS-NIH11","posted","10/01/2024","09/07/2027"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351615"",""PAR-24-083"")","NCCIH Multi-Site Feasibility Clinical Trials of Mind and Body Interventions (R01 Clinical Trial Required)","HHS-NIH11","posted","12/20/2023","11/17/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351524"",""PAR-24-072"")","Cancer Prevention and Control Clinical Trials Grant Program (R01 Clinical Trial Required)","HHS-NIH11","posted","12/15/2023","01/07/2027"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351337"",""PAR-23-318"")","Mobile Health: Technology and Outcomes in Low and Middle Income Countries (R21/R33 - Clinical Trial Optional)","HHS-NIH11","posted","12/06/2023","03/20/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351695"",""PAR-24-103"")","NIDDK High Risk Multi-Center Clinical Study Cooperative Agreement (U01 Clinical Trial Required)","HHS-NIH11","posted","01/04/2024","11/05/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351617"",""PAR-24-084"")","Feasibility Clinical Trials of Mind and Body Interventions for NCCIH High Priority Research Topics (R34 Clinical Trial Required)","HHS-NIH11","posted","12/20/2023","11/13/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/348404"",""PAR-23-201"")","NEI Collaborative Clinical Vision Research Project: Resource Center Grant (UG1 Clinical Trial Required)","HHS-NIH11","posted","05/26/2023","05/25/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/348406"",""PAR-23-204"")","NEI Collaborative Clinical Vision Research Project: Coordinating Center Grant (UG1 Clinical Trial Required)","HHS-NIH11","posted","05/26/2023","05/25/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/349113"",""RFA-ES-23-011"")","Time-Sensitive Research Opportunities in Environmental Health Sciences (R21 Clinical Trial Not Allowed)","HHS-NIH11","posted","07/05/2023","12/01/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/343957"",""PAR-23-034"")","NLM Research Grants in Biomedical Informatics and Data Science (R01 Clinical Trial Optional)","HHS-NIH11","posted","10/06/2022","01/07/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/331936"",""PAR-21-193"")","NIOSH Support for Conferences and Scientific Meetings (U13 Clinical Trial Not Allowed)","HHS-NIH11","posted","03/05/2021","12/14/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355417"",""RFA-OH-25-002"")","Occupational Safety and Health Education and Research Centers (T42)","HHS-CDC-HHSCDCERA","posted","10/07/2024","10/26/2028"
