OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,OPPORTUNITY STATUS,POSTED DATE,CLOSE DATE
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356864"",""DFOP0016986"")","Advancing Nuclear Safety, Security, and Nonproliferation through the FIRST Program","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356866"",""DFOP0016992"")","Build Partner Capabilities to Counter the Russian Federation’s Chemical and Biological Threats","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356857"",""DFOP0016984"")","Build Partner Resilience to Counter Proliferator State Hybrid Threats in the Nonproliferation Arena","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356862"",""DFOP0016991"")","Countering WMD and UAS Threats in Iraq","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356867"",""DFOP0016994"")","Nonproliferation Scientist Engagement Program","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356860"",""DFOP0016985"")","Countering Proliferator State Advanced Conventional Weapons Proliferation","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356863"",""DFOP0016993"")","Countering the Russian Federation’s Sanctions Evasion Activities","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356859"",""DFOP0016989"")","Build Partner Capabilities to Counter Global Biological Threats","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356856"",""DFOP0016987"")","Build Partner Capabilities to Protect Semiconductor and CHIPS Technology","DOS-ISN","posted","10/25/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356861"",""DFOP0016990"")","Building Partner Capacity to Counter Chemical Weapons Threats","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356865"",""DFOP0016995"")","Countering DPRK and Iran’s WMD, UAS, and Missile Proliferation","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/169154"",""RFA-674-12-000005"")","Comprehensive District-Based Support for Better HIV/TB Patient Outcomes","USAID-SAF","posted","05/04/2012",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/133033"",""RFA-674-12-000002"")","Systems Strengthening for Better HIV/TB Patient Outcomes","USAID-SAF","posted","12/07/2011",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/328814"",""RFI-278-20-HSQA"")","Health Service Quality Accelerator","USAID-JOR","forecasted","08/27/2020",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/328144"",""RFI-685-20-IHSHCS-01"")","Improving Health Status and Human Capital in Senegal Activity","USAID-SEN","forecasted","07/17/2020",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/331568"",""7200AA21APS00005"")","Frontier Health Markets APS","USAID","posted","02/25/2021","02/24/2028"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351422"",""72067424RFA00001"")","Health Financing and Public Financial Management Systems Strengthening Activity in South Africa","USAID-SAF","forecasted","12/11/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/300813"",""RFI-625-18-RISEII"")","Resilience in the Sahel Enhanced (RISE) II Technical Approach Working Paper","USAID-SEN","posted","02/16/2018",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/345910"",""72049723APS00001-AND-ADDENDUMS"")","Accelerating Elimination of Tuberculosis (TB) in Indonesia","USAID-IND","posted","02/09/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356004"",""72068724RFI00001"")","Arakisa (Digital Health, Information Systems, and Data Use)","USAID-MAD","forecasted","08/13/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/345995"",""USAID-7200AA23RFI-ENDOR"")","Ending Neglected Diseases Through Operational Research (ENDOR)","USAID","forecasted","02/10/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352852"",""72049724RFI00003"")","RFI - USAID/Indonesia Maternal Child Health (MCH) Flagship in Indonesia","USAID-IND","forecasted","03/07/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356589"",""72039124RFA00002"")","Global Health Security (GHS) Activity","USAID-PAK","posted","09/30/2024","11/15/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/228973"",""RFA-391-13-000009"")","Child, Newborn, and Maternal Health Project","USAID-PAK","posted","04/03/2013",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/330125"",""RFI-GH-21-002"")","PROPEL Health Project (Promoting Results and Outcomes through Policy and Economic Levers)","USAID","forecasted","11/30/2020",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354472"",""72069524RFA00004"")","Notice of Funding Opportunity for Kira Ukuze Activity","USAID-BUR","forecasted","05/28/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/350600"",""RFI-621-24-HO-00001"")","USAID Malaria Vector Control Activity (MVCA)","USAID-TAN","forecasted","10/17/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/332932"",""7200AA21APS00008"")","Social and Behavior Change (SBC) Research","USAID","posted","04/16/2021","12/31/2029"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/318376"",""7200AA19APS00013"")","New Partnerships Initiative (NPI) – Global Health","USAID","posted","07/12/2019","09/30/2030"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356434"",""72066024RFA00006"")","USAID Accelerator Activity","USAID-DEM","posted","09/17/2024","10/30/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356165"",""72068524RFA00017"")","USAID Burkina Faso Community Health Activity","USAID-SEN","posted","08/22/2024","11/08/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/346966"",""72038623RFA00002"")","FIRE- UP: Fostering improvement in Reproductive Health/Family Planning (RH/FP) uptake by Empowering Young Populations Activity","USAID-INA","forecasted","03/20/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/343653"",""W81XWH-22-DHAPP"")","Department of Defense HIV/AIDS Prevention Program","DOD-AMRAA","posted","09/19/2022","09/18/2027"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356671"",""72062024RFA00009"")","USAID Primary Health Care Improvement Program (UPHIP)","USAID-NIG","posted","10/09/2024","11/15/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356765"",""72052725RFA00001"")","Strengthening Systems for Health Security Activity (SSHS)","USAID-PER","posted","10/18/2024","12/16/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356642"",""72066924RFA00002"")","Advancing Community Health Activity (ACHA)","USAID-LIB","posted","10/07/2024","11/21/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356871"",""720BHA25RFA00001"")","Ethiopia Rapid Response Mechanism (RRM)","USAID","posted","10/28/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/305335"",""RFI-625-18-RISEII-HSD"")","RISE II HEALTH SERVICES DELIVERY ACTIVITY","USAID-SEN","posted","05/18/2018",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/315120"",""7200AA19APS00002"")","MOMENTUM (Moving Integrated, Quality Maternal, Newborn, and Child Health Services, Voluntary Family Planning, and Reproductive Health Care [MNCH/FP/RH] to Scale)","USAID","posted","04/22/2019","09/30/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/275168"",""SOL-OAA-15-000054"")","Annual Program Statement - Policy, Advocacy, and Communication Enhanced  for Population and Reproductive Health (PACE)","USAID","posted","03/13/2015","03/12/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/350009"",""72052023APS00002"")","Locally Led Development Annual Program Statement (APS)","USAID-GUA","posted","08/28/2023","08/26/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/312434"",""7200AA19APS00001"")","Local Organizations Network Project (LON)","USAID","posted","01/29/2019","09/28/2029"
