OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,OPPORTUNITY STATUS,POSTED DATE,CLOSE DATE
"=HYPERLINK(""https://www.grants.gov/search-results-detail/329343"",""RFI-613-21-000001"")","Support to Zimbabwe's Programs for HIV prevention, Care and Treatment","USAID-ZIM","forecasted","10/06/2020",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355467"",""CDC-RFA-JG-25-0078"")","Sustaining HIV and TB epidemic control in Lesotho through health system strengthening and technical assistance under the President's Emergency Plan for AIDS Relief (PEPFAR)","HHS-CDC-GHC","forecasted","07/17/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355654"",""CDC-RFA-JG-25-0061"")","Capacity building and technical assistance for sustainable community-led monitoring (CLM) of HIV services in Sierra Leone (SL) under the President’s Emergency Plan for AIDS Relief (PEPFAR)","HHS-CDC-GHC","forecasted","07/25/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355486"",""CDC-RFA-JG-25-0092"")","Strengthening comprehensive HIV and TB services and health systems in high-burden areas of Namibia under the President's Emergency Plan for AIDS Relief (PEPFAR)","HHS-CDC-GHC","forecasted","07/18/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355451"",""CDC-RFA-JG-25-0069"")","Improving prevention, treatment, and care services for HIV and TB for target populations in the Dominican Republic under the President's Emergency Plan for AIDS Relief (PEPFAR)","HHS-CDC-GHC","forecasted","07/17/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355653"",""CDC-RFA-JG-25-0060"")","Strengthening the national HIV care and treatment program in Sierra Leone (SL) to accelerate progress to achieve epidemic control Under the President’s Emergency Plan for AIDS Relief (PEPFAR)","HHS-CDC-GHC","forecasted","07/25/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355655"",""CDC-RFA-JG-25-0062"")","Providing targeted technical assistance to the HIV/TB prevention-care-treatment continuum using cost efficient and scalable quality improvement approaches to address program gaps in support of sustainable HIV services in Zambia under PEPFAR","HHS-CDC-GHC","forecasted","07/25/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355662"",""CDC-RFA-JG-25-0083"")","Through technical assistance, support the Ministry of Health (MOH) implement national HIV policies, HIV care and treatment (C&T) services, mental and psychosocial support among children living with HIV (C/ALHIV) in Botswana under PEPFAR","HHS-CDC-GHC","forecasted","07/25/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356147"",""72062424RFA00010"")","Closing inequities in HIV Prevention, Care and Treatment among key populations in Burkina Faso Activity (Equity KP Burkina Faso)","USAID-WAF","posted","08/21/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356146"",""72062424RFA00009"")","Closing inequities in HIV Prevention, Care and Treatment among key populations in Togo Activity (Equity KP Togo)","USAID-WAF","posted","08/21/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355477"",""CDC-RFA-JG-25-0045"")","Strengthening civil society organizations' capacity and coordination for accelerated HIV epidemic control in Uganda through supporting implementation of comprehensive HIV/AIDS prevention and treatment for key and priority populations under PEPFAR","HHS-CDC-GHC","forecasted","07/18/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355917"",""CDC-RFA-JG-25-0059"")","Sustaining HIV services for key populations (KPs) through enhanced differentiated testing, treatment and prevention approaches, strategic information utilization, and continuous support to Ukraine Public Health Center (UPHC) under PEPFAR","HHS-CDC-GHC","forecasted","08/07/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355469"",""CDC-RFA-JG-25-0103"")","Ending HIV as a public health threat by sustaining and accelerating a comprehensive HIV response in India under the President's Emergency Plan for AIDS Relief (PEPFAR)","HHS-CDC-GHC","forecasted","07/17/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/342288"",""RFI-668-22-ACHIEVE"")","HIV/AIDS Orphans and Vulnerable Children and Adolescent Girls and Young Women Follow On Activity","USAID-SSD","forecasted","07/14/2022",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353669"",""7200AA24RFI00017"")","Accelerating HIV Vaccine Research and Development in Low- and Middle-Income Countries (LMIC)","USAID","forecasted","04/22/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354790"",""HRSA-25-061"")","AIDS Education and Training Center National Clinician Consultation Center","HHS-HRSA","forecasted","06/07/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355652"",""CDC-RFA-JG-25-0057"")","Combination prevention solutions to reach epidemic control among high risk, priority populations in high burden areas in South Africa (SA) under the President's Emergency Plan for AIDS Relief (PEPFAR)","HHS-CDC-GHC","forecasted","07/25/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/348053"",""PAR-23-191"")","HIV-associated Non-Communicable Diseases Research at Low- and Middle-Income Country Institutions (R21 Clinical Trial Optional)","HHS-NIH11","posted","05/10/2023","12/08/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/348961"",""PAR-23-225"")","HIV/AIDS Scholars Using Nonhuman Primate (NHP) Models Program (K01 Independent Clinical Trial Not Allowed)","HHS-NIH11","posted","06/28/2023","09/07/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/348960"",""PAR-23-215"")","Early Stage Investigator HIV/AIDS Research Using Nonhuman Primate (NHP) Models (R21 Clinical Trial Not Allowed)","HHS-NIH11","posted","06/28/2023","09/07/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355903"",""RFA-PS-25-112"")","PEP Packs: Postexposure Prophylaxis Packs for Immediate Access to HIV and Sexually Transmitted Infection Prevention","HHS-CDC-HHSCDCERA","forecasted","08/06/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355659"",""CDC-RFA-JG-25-0094"")","Capacity building, technical assistance and workforce training to rapidly and effectively address health threats and to accelerate the response to HIV in the United Republic of Tanzania under the President's Emergency Plan for AIDS Relief (PEPFAR)","HHS-CDC-GHC","forecasted","07/25/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/333432"",""PA-21-205"")","Development and Testing of Novel Interventions to improve HIV Prevention, Treatment, and Program Implementation for People Who Use Drugs (R34 Clinical Trial Required)","HHS-NIH11","posted","05/10/2021","01/07/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/346749"",""PAR-23-125"")","Avenir Award Program for Research on Substance Use Disorders and HIV (DP2 Clinical Trial Optional)","HHS-NIH11","posted","03/10/2023","08/15/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/350786"",""RFA-DA-25-021"")","Effect of HIV and Substance Use Comorbidity on the Placenta and Maternal Outcomes (R01 Clinical Trial Optional)","HHS-NIH11","posted","10/30/2023","11/15/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/348090"",""PAS-23-172"")","HIV Prevention and Alcohol (R34 Clinical Trials Optional)","HHS-NIH11","posted","05/12/2023","05/07/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/345340"",""PAR-23-060"")","Formative and Pilot Intervention Research to Optimize HIV Prevention and Care Continuum Outcomes (R34 Clinical Trial Optional)","HHS-NIH11","posted","01/10/2023","01/09/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356267"",""RFA-AI-24-064"")","Strategies for Eliminating HIV Proteins (R21 Clinical Trial Not Allowed)","HHS-NIH11","posted","08/29/2024","12/04/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356265"",""RFA-AI-24-057"")","Strategies for Eliminating HIV Proteins (R01 Clinical Trial Not Allowed)","HHS-NIH11","posted","08/29/2024","12/04/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/343933"",""RFA-DA-23-061"")","NIDA REI: Reaching Equity at the Intersection of HIV and Substance Use: Novel Approaches to Address HIV Related Health Disparities in Underserved Racial and/or Ethnic Populations (R01 Clinical Trial Optional)","HHS-NIH11","posted","10/03/2022","11/14/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/343934"",""RFA-DA-23-062"")","NIDA REI: Reaching Equity at the Intersection of HIV and Substance Use: Novel Approaches to Address HIV Related Health Disparities in Underserved Racial and/or Ethnic Populations (R34 Clinical Trial Optional)","HHS-NIH11","posted","10/03/2022","11/14/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355947"",""72048624RFI00002"")","Request for Information-USAID/RDMA Thailand HIV Key Population Civil Society Organization Leadership","USAID-THA","posted","08/08/2024","10/31/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/337733"",""72051722RFIOVC00003"")","Request for Information- Building Resilience amongst Families affected with HIV Activity","USAID-DOM","forecasted","01/31/2022",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355446"",""CDC-RFA-JG-25-0049"")","Human resources for health (HRH) to achieve and sustain TB/HIV epidemic control in Malawi under the President's Emergency Plan for AIDS Relief (PEPFAR)","HHS-CDC-GHC","forecasted","07/17/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355483"",""CDC-RFA-JG-25-0073"")","Strengthening the technical capacity of the Ministry of Health to deliver a sustainable and resilient response to HIV/TB and related public health threats in the Kingdom of Eswatini under PEPFAR","HHS-CDC-GHC","forecasted","07/18/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354781"",""HRSA-25-051"")","Ryan White HIV/AIDS Program Part F Dental Reimbursement Program","HHS-HRSA","forecasted","06/07/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355481"",""CDC-RFA-JG-25-0055"")","HQ-supported transition of health information systems (HIS) to country ownership through the optimization of digital health strategies in policy, governance, workforce, and systems to achieve HIV/AIDS and TB epidemic control by 2030 under PEPFAR","HHS-CDC-GHC","forecasted","07/18/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355658"",""CDC-RFA-JG-25-0084"")","Strengthening laboratory systems that support diagnosis, treatment, prevention, and management of HIV/AIDS in all public health laboratories in Botswana under the President’s Emergency Plan for AIDS Relief (PEPFAR)","HHS-CDC-GHC","forecasted","07/25/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355904"",""RFA-PS-25-113"")","Developing and Testing Pilot Prevention Interventions to Reduce Sexual Risk Behavior and Enhance PrEP Use among HIV-negative Black and Hispanic Substance-using Gay, Bisexual, and Other MSM","HHS-CDC-HHSCDCERA","forecasted","08/06/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351432"",""PAR-24-092"")","Multidisciplinary Studies of HIV/AIDS and Aging (R21 Clinical Trial Optional)","HHS-NIH11","posted","12/11/2023","01/07/2027"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351433"",""PAR-24-091"")","Multidisciplinary Studies of HIV/AIDS and Aging (R01 Clinical Trial Optional)","HHS-NIH11","posted","12/11/2023","05/07/2027"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356017"",""RFA-CA-24-028"")","Limited Competition: AIDS Malignancy Consortium (AMC; UM1 Clinical Trial Required)","HHS-NIH11","posted","08/13/2024","01/10/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356080"",""RFA-CA-25-012"")","The Confluence of Cancer Stigma and HIV Stigma in HIV-positive Individuals Diagnosed with Cancer (R21 Clinical Trial Optional)","HHS-NIH11","posted","08/15/2024","12/10/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355651"",""CDC-RFA-JG-25-0056"")","Strengthening economic analysis in support of program management for HIV, TB, and related health threats in South Africa (SA) under the President's Emergency Plan for AIDS Relief (PEPFAR)","HHS-CDC-GHC","forecasted","07/25/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354785"",""HRSA-25-056"")","Street Medicine Interventions for People with HIV who are Unsheltered - Demonstration Sites","HHS-HRSA","forecasted","06/07/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354787"",""HRSA-25-058"")","Improving Mental Health and Engagement in Care Among People with HIV:  Implementation and Technical Assistance Provider (ITAP)","HHS-HRSA","forecasted","06/07/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354788"",""HRSA-25-059"")","Improving Mental Health and Engagement in Care Among People with HIV: Evaluation Provider (EP)","HHS-HRSA","forecasted","06/07/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354784"",""HRSA-25-055"")","Street Medicine Interventions for People with HIV who are Unsheltered - Capacity Building Provider","HHS-HRSA","forecasted","06/07/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356079"",""RFA-CA-25-011"")","The Confluence of Cancer Stigma and HIV Stigma in HIV-positive Individuals Diagnosed with Cancer (R01 Clinical Trial Optional)","HHS-NIH11","posted","08/15/2024","12/10/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/346990"",""PAR-23-269"")","NIDA Avant-Garde Program for HIV and Substance Use Disorder Research (DP1 Clinical Trial Optional)","HHS-NIH11","posted","03/20/2023","08/14/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351847"",""RFA-DA-25-060"")","High Priority HIV and Substance Use Research (RM1 Clinical Trial Optional)","HHS-NIH11","posted","01/17/2024","02/11/2027"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/345342"",""PAR-23-062"")","Innovations to Optimize HIV Prevention and Care Continuum Outcomes (R01 Clinical Trial Optional)","HHS-NIH11","posted","01/10/2023","01/09/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352964"",""RFA-DA-25-005"")","Research on the Neuro-Immune Axis in the Context of HIV and Substance Use (R21 Clinical Trial Not Allowed)","HHS-NIH11","posted","03/14/2024","11/13/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/349481"",""RFA-DA-25-014"")","Microglial Pathophysiology in Comorbid Substance Use Disorder (SUD) and HIV (R61/R33 Clinical Trial Not Allowed)","HHS-NIH11","posted","07/19/2023","08/14/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352731"",""RFA-MD-24-005"")","Elucidating Mechanisms Associated with HIV Related Co-Morbidities in Populations Experiencing Health Disparities (R01 - Clinical Trials Not Allowed)","HHS-NIH11","posted","03/01/2024","01/07/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352963"",""RFA-DA-25-004"")","Research on the Neuro-Immune Axis in the context of HIV and Substance Use (R01 Clinical Trial Not Allowed)","HHS-NIH11","posted","03/14/2024","11/13/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353052"",""PAR-24-162"")","Pilot Studies of Biological, Behavioral and Social Mechanisms Contributing to HIV Pathogenesis Within the Mission of NIDDK (R21 Clinical Trial Not Allowed)","HHS-NIH11","posted","03/18/2024","01/07/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/345341"",""PAR-23-061"")","Innovations to Optimize HIV Prevention and Care Continuum Outcomes (R21 Clinical Trial Optional)","HHS-NIH11","posted","01/10/2023","01/09/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356596"",""RFA-DA-26-009"")","Mitochondrial-associated Mechanisms of Neuropathological and Immunodeficient Aging in the Context of HIV and SUD (R01 Clinical Trials Not Allowed)","HHS-NIH11","posted","09/30/2024","03/10/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356173"",""RFA-DA-25-063"")","Microglial Pathophysiology in Comorbid Substance Use Disorder (SUD) and HIV (R61/R33 Clinical Trial Not Allowed)","HHS-NIH11","posted","08/23/2024","08/14/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356597"",""RFA-DA-26-010"")","Mitochondrial-associated Mechanisms of Neuropathological and Immunodeficient Aging in the Context of HIV and SUD (R21 Clinical Trials Not Allowed)","HHS-NIH11","posted","09/30/2024","03/10/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355867"",""RFA-DA-25-024"")","High Priority HIV and Substance Use Research (R01 Clinical Trial Optional)","HHS-NIH11","posted","08/02/2024","02/11/2027"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356892"",""RFA-DA-25-068"")","Targeting Inflammasomes in HIV and Substance Use (R21 Clinical Trial Not Allowed)","HHS-NIH11","posted","10/29/2024","03/13/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356891"",""RFA-DA-25-069"")","Targeting Inflammasomes in HIV and Substance Use (R01 Clinical Trial Not Allowed)","HHS-NIH11","posted","10/29/2024","03/13/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354776"",""HRSA-25-046"")","AIDS Drug Assistance Program (ADAP) Emergency Relief Funds (ERF)","HHS-HRSA","posted","09/03/2024","11/04/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/338750"",""72069522RFI00001"")","HIV/AIDS Activities","USAID-BUR","forecasted","03/17/2022",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/347106"",""RFI-2023-OVC-NW"")","Children, Adolescents & Families in the HIV Epidemic in the North West Province","USAID-SAF","forecasted","03/24/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/334853"",""720-611-21-RFI-00001"")","RFI- Zambia Integrated HIV and Health Activity (ZIHA)","USAID-ZAM","forecasted","07/21/2021",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354779"",""HRSA-25-049"")","Ryan White HIV/AIDS Program Part C Capacity Development Program","HHS-HRSA","forecasted","06/07/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354778"",""HRSA-25-048"")","Ryan White HIV/AIDS Program States/Territories Part B Supplemental Grant Program","HHS-HRSA","forecasted","06/07/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355468"",""CDC-RFA-JG-25-0088"")","Implementation of integrated, resilient and sustainable health and laboratory quality systems for HIV/TB epidemic control in the Republic of Kenya under the President's Emergency Plan for AIDS Relief (PEPFAR)","HHS-CDC-GHC","forecasted","07/17/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354780"",""HRSA-25-050"")","Ryan White HIV/AIDS Program Part D - Women, Infants, Children and Youth Grant Supplemental Funding","HHS-HRSA","forecasted","06/07/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356515"",""PAR-24-299"")","Behavioral and Integrative Treatment Development Program (R01 Clinical Trial Optional)","HHS-NIH11","posted","09/24/2024","05/07/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/340173"",""PAR-22-182"")","Behavioral and Integrative Treatment Development Program (R01 Clinical Trial Optional)","HHS-NIH11","posted","05/09/2022","03/21/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/340174"",""PAR-22-183"")","Behavioral and Integrative Treatment Development Program (R34 Clinical Trial Optional)","HHS-NIH11","posted","05/09/2022","03/21/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/337303"",""RFA-DA-22-037"")","Accelerating the Pace of Drug Abuse Research Using Existing Data (R01 Clinical Trial Optional)","HHS-NIH11","posted","01/10/2022","11/15/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/350317"",""RFA-MD-24-003"")","Interventions to Address HIV-Related Comorbidities among Highly Affected Populations Experiencing Health Disparities (R01 - Clinical Trial Required)","HHS-NIH11","posted","09/25/2023","12/11/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/345845"",""RFA-DA-24-037"")","Accelerating the Pace of Drug Abuse Research Using Existing Data (R21 Clinical Trial Optional)","HHS-NIH11","posted","02/07/2023","11/15/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/349870"",""PAR-24-029"")","Planning for Product Development Strategy (R34 Clinical Trial Not Allowed)","HHS-NIH11","posted","08/14/2023","12/04/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356108"",""RFA-HD-25-003"")","Pediatric HIV/AIDS Cohort Study (PHACS) (U19 Clinical Trial Not Allowed)","HHS-NIH11","posted","08/16/2024","12/11/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356544"",""NOT-CA-24-106"")","Notice of Intent to Publish a Notice of Funding Opportunity for Social Determinants of Health (SDoH) and Quality of Care Contributors to Cancer Disparities in People with HIV (U01; Clinical Trial Optional)","HHS-NIH11","forecasted","09/26/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355700"",""HRSA-25-086"")","Capacity Building to sustain HIV epidemic control under PEPFAR","HHS-HRSA","forecasted","07/29/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355471"",""CDC-RFA-JG-25-0102"")","Strengthening integrated HIV and STI tiered laboratory network through continuous quality improvement, surveillance, laboratory data management in India under the President's Emergency Plan for AIDS Relief (PEPFAR)","HHS-CDC-GHC","forecasted","07/17/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354789"",""HRSA-25-060"")","Addressing Intersectional Stigma to End the HIV Epidemic in the U.S.","HHS-HRSA","forecasted","06/07/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355660"",""CDC-RFA-JG-25-0095"")","Implement and sustain a comprehensive response to HIV and technical assistance to strengthen the capacity of regional authorities in the United Republic of Tanzania under the President's Emergency Plan for AIDS Relief (PEPFAR)","HHS-CDC-GHC","forecasted","07/25/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/348094"",""PAS-23-173"")","HIV Prevention and Alcohol (R01 Clinical Trials Optional)","HHS-NIH11","posted","05/12/2023","05/07/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/340452"",""RFA-DA-23-008"")","Stimulants and HIV: Addressing Contemporary and Recurring Epidemics (R61/R33 - Clinical Trial Required)","HHS-NIH11","posted","05/16/2022","11/12/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/340522"",""PAR-22-186"")","Transgender People: Immunity, Prevention, and Treatment of HIV and STIs (R21 Clinical Trial Not Allowed)","HHS-NIH11","posted","05/19/2022","12/07/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/350820"",""RFA-DA-25-022"")","Advancing Technologies to Improve Delivery of Pharmacological, Gene Editing, and other Cargoes for HIV and SUD Mechanistic or Therapeutic Research (R01 Clinical Trial Optional)","HHS-NIH11","posted","11/01/2023","11/15/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356371"",""RFA-DA-25-073"")","Exploratory Studies to Investigate Mechanisms of HIV infection, Replication, Latency, and/or Pathogenesis in the Context of Substance Use Disorders (R01 Clinical Trial Not Allowed)","HHS-NIH11","posted","09/09/2024","08/14/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351342"",""RFA-DA-25-009"")","Interplay of Autophagy Regulated Cell Death and HIV Pathogenesis in Substance Use Disorders (R01 Clinical Trial Not Allowed)","HHS-NIH11","posted","12/06/2023","11/14/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351345"",""RFA-DA-25-010"")","Interplay of Autophagy Regulated Cell Death and HIV Pathogenesis in Substance Use Disorders (R21 Clinical Trial Not Allowed)","HHS-NIH11","posted","12/06/2023","11/14/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/347659"",""PAR-23-169"")","Innovation for HIV Vaccine Discovery (R01 Clinical Trial Not Allowed)","HHS-NIH11","posted","04/20/2023","08/01/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356068"",""RFA-DA-26-008"")","Advancing Research on Molecular Targets and Mechanisms that Influence the Interplay Between Sex Hormones, HIV, and Addictive Substances (R21 Clinical Trials Not Allowed)","HHS-NIH11","posted","08/15/2024","03/13/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356438"",""RFA-DK-25-021"")","Cellular Models of HIV Pathogenesis within NIDDK Mission Areas (R01 Clinical Trial Not Allowed)","HHS-NIH11","posted","09/16/2024","03/20/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355950"",""RFA-DK-25-024"")","Toward ElucidAting MechanismS of HIV Pathogenesis within the Mission of the NIDDK (Pathogenesis TEAMS) (R01 Clinical Trial Optional)","HHS-NIH11","posted","08/07/2024","11/21/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356067"",""RFA-DA-26-007"")","Advancing Research on Molecular Targets and Mechanisms that Influence the Interplay Between Sex Hormones, HIV, and Addictive Substances (R01 Clinical Trials Not Allowed)","HHS-NIH11","posted","08/15/2024","03/13/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/336745"",""NOT-MH-22-021"")","Notice of Intent to Publish a Funding Opportunity Announcement for Improving Uptake and Use of the Dapivirine Vaginal Ring for HIV Prevention (R21 Clinical Trial Optional)","HHS-NIH11","forecasted","11/29/2021",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354974"",""RFA-MH-25-181"")","Mechanisms of Reciprocal Interactions between HIV Associated Neuroinflammation and CNS Persistence: Implications in HIV Neuropathogenesis and Cure (R21 Clinical Trial Not Allowed)","HHS-NIH11","posted","06/14/2024","11/08/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354973"",""RFA-MH-25-180"")","Mechanisms of Reciprocal Interactions between HIV Associated Neuroinflammation and CNS Persistence: Implications in HIV Neuropathogenesis and Cure (R01 Clinical Trial Not Allowed)","HHS-NIH11","posted","06/14/2024","11/08/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352303"",""720674RFA00006"")","USAID/Lesotho Bophelo Bo Botle (Good Health) Activity","USAID-SAF","forecasted","02/12/2024",""
